Peer,KPI,vendor,value
BI & Analytics Specialists,Self-Service,Phocas,8.917862961
BI & Analytics Specialists,Self-Service,Pyramid,9.489059493
BI & Analytics Specialists,Self-Service,Qlik Sense,5.049883
BI & Analytics Specialists,Self-Service,QlikView,2.99995681
BI & Analytics Specialists,Self-Service,Report One,4.187093886
BI & Analytics Specialists,Self-Service,TARGIT,3.624578943
BI & Analytics Specialists,Self-Service,Peer Group Average,5.927046827
BI & Analytics Specialists,Ease of Use,Bissantz,5.555264608
BI & Analytics Specialists,Ease of Use,Domo,9.756875325
BI & Analytics Specialists,Ease of Use,Dundas,3.919528915
BI & Analytics Specialists,Ease of Use,Entrinsik,10
BI & Analytics Specialists,Ease of Use,MicroStrategy,4.217066851
BI & Analytics Specialists,Ease of Use,Phocas,9.36054167
BI & Analytics Specialists,Ease of Use,Pyramid,5.237661823
BI & Analytics Specialists,Ease of Use,Qlik Sense,6.149545709
BI & Analytics Specialists,Ease of Use,QlikView,3.28915735
BI & Analytics Specialists,Ease of Use,Report One,8.382952439
BI & Analytics Specialists,Ease of Use,TARGIT,6.23899113
BI & Analytics Specialists,Ease of Use,Peer Group Average,6.555235075
BI & Analytics Specialists,Flexibility,Bissantz,4.940032699
BI & Analytics Specialists,Flexibility,Domo,8.147592548
BI & Analytics Specialists,Flexibility,Dundas,9.850579
BI & Analytics Specialists,Flexibility,Entrinsik,3.648936747
BI & Analytics Specialists,Flexibility,MicroStrategy,3.347036298
BI & Analytics Specialists,Flexibility,Phocas,6.599792831
BI & Analytics Specialists,Flexibility,Pyramid,3.633971206
BI & Analytics Specialists,Flexibility,Qlik Sense,4.539898358
BI & Analytics Specialists,Flexibility,QlikView,4.6014876
BI & Analytics Specialists,Flexibility,Report One,2.097381314
BI & Analytics Specialists,Flexibility,TARGIT,5.39310204
BI & Analytics Specialists,Flexibility,Peer Group Average,5.163619149
BI & Analytics Specialists,Query Performance,Bissantz,8.98458079
BI & Analytics Specialists,Query Performance,Domo,5.376046497
BI & Analytics Specialists,Query Performance,Dundas,4.719441975
BI & Analytics Specialists,Query Performance,Entrinsik,6.10538758
BI & Analytics Specialists,Query Performance,MicroStrategy,5.547283099
BI & Analytics Specialists,Query Performance,Phocas,6.202809992
BI & Analytics Specialists,Query Performance,Pyramid,8.653791129
BI & Analytics Specialists,Query Performance,Qlik Sense,5.898446936
BI & Analytics Specialists,Query Performance,QlikView,5.877028795
BI & Analytics Specialists,Query Performance,Report One,3.015018451
BI & Analytics Specialists,Query Performance,TARGIT,5.337143931
BI & Analytics Specialists,Query Performance,Peer Group Average,5.974270834
BI & Analytics Specialists,Performance Satisfaction,Bissantz,7.6
BI & Analytics Specialists,Performance Satisfaction,Domo,6
BI & Analytics Specialists,Performance Satisfaction,Dundas,6.142857143
BI & Analytics Specialists,Performance Satisfaction,Entrinsik,7.242553191
BI & Analytics Specialists,Performance Satisfaction,MicroStrategy,7.995876289
BI & Analytics Specialists,Performance Satisfaction,Phocas,8.8
BI & Analytics Specialists,Performance Satisfaction,Pyramid,7.6
BI & Analytics Specialists,Performance Satisfaction,Qlik Sense,8.236734694
BI & Analytics Specialists,Performance Satisfaction,QlikView,7.765517241
BI & Analytics Specialists,Performance Satisfaction,Report One,8.510344828
BI & Analytics Specialists,Performance Satisfaction,TARGIT,3.4
BI & Analytics Specialists,Performance Satisfaction,Peer Group Average,7.208534853
BI & Analytics Specialists,Sales Experience,Bissantz,6.729709315
BI & Analytics Specialists,Sales Experience,Domo,4.408469579
BI & Analytics Specialists,Sales Experience,Dundas,8.608367243
BI & Analytics Specialists,Sales Experience,Entrinsik,10
BI & Analytics Specialists,Sales Experience,MicroStrategy,7.352783179
BI & Analytics Specialists,Sales Experience,Phocas,8.747252747
BI & Analytics Specialists,Sales Experience,Pyramid,8.107511391
BI & Analytics Specialists,Sales Experience,Qlik Sense,5.374001608
BI & Analytics Specialists,Sales Experience,QlikView,2.564359421
BI & Analytics Specialists,Sales Experience,Report One,5.200984991
BI & Analytics Specialists,Sales Experience,TARGIT,7.378106214
BI & Analytics Specialists,Sales Experience,Peer Group Average,6.770140517
BI & Analytics Specialists,Customer Experience,Bissantz,5.951200737
BI & Analytics Specialists,Customer Experience,Domo,6.789277852
BI & Analytics Specialists,Customer Experience,Dundas,5.980587652
BI & Analytics Specialists,Customer Experience,Entrinsik,7.055878466
BI & Analytics Specialists,Customer Experience,MicroStrategy,6.378026504
BI & Analytics Specialists,Customer Experience,Phocas,8.002071034
BI & Analytics Specialists,Customer Experience,Pyramid,6.958423799
BI & Analytics Specialists,Customer Experience,Qlik Sense,5.747138489
BI & Analytics Specialists,Customer Experience,QlikView,4.55631534
BI & Analytics Specialists,Customer Experience,Report One,4.913157079
BI & Analytics Specialists,Customer Experience,TARGIT,4.952570714
BI & Analytics Specialists,Customer Experience,Peer Group Average,6.116786152
BI & Analytics Specialists,Cloud BI,Bissantz,1.524920467
BI & Analytics Specialists,Cloud BI,Domo,9.39673913
BI & Analytics Specialists,Cloud BI,Dundas,4.988294314
BI & Analytics Specialists,Cloud BI,Entrinsik,2.113467656
BI & Analytics Specialists,Cloud BI,MicroStrategy,3.397276636
BI & Analytics Specialists,Cloud BI,Phocas,10
BI & Analytics Specialists,Cloud BI,Pyramid,4.524247492
BI & Analytics Specialists,Cloud BI,Qlik Sense,3.591164095
BI & Analytics Specialists,Cloud BI,QlikView,1.595952024
BI & Analytics Specialists,Cloud BI,Report One,3.364130435
BI & Analytics Specialists,Cloud BI,TARGIT,1
BI & Analytics Specialists,Cloud BI,Peer Group Average,4.136017477
BI & Analytics Specialists,Data Preparation,Bissantz,2.581081081
BI & Analytics Specialists,Data Preparation,Domo,5.216216216
BI & Analytics Specialists,Data Preparation,Dundas,4.864864865
BI & Analytics Specialists,Data Preparation,Entrinsik,9.971715902
BI & Analytics Specialists,Data Preparation,MicroStrategy,5.828247602
BI & Analytics Specialists,Data Preparation,Phocas,5.743243243
BI & Analytics Specialists,Data Preparation,Pyramid,6.621621622
BI & Analytics Specialists,Data Preparation,Qlik Sense,3.602195946
BI & Analytics Specialists,Data Preparation,QlikView,3.280903855
BI & Analytics Specialists,Data Preparation,Report One,7.719594595
BI & Analytics Specialists,Data Preparation,TARGIT,2.284628378
BI & Analytics Specialists,Data Preparation,Peer Group Average,5.246755755
BI & Analytics Specialists,Visual Analysis,Bissantz,4.140495868
BI & Analytics Specialists,Visual Analysis,Domo,6.841322314
BI & Analytics Specialists,Visual Analysis,Dundas,8.228555144
BI & Analytics Specialists,Visual Analysis,Entrinsik,4.120867769
BI & Analytics Specialists,Visual Analysis,MicroStrategy,10
BI & Analytics Specialists,Visual Analysis,Phocas,8.654958678
BI & Analytics Specialists,Visual Analysis,Pyramid,9.243801653
BI & Analytics Specialists,Visual Analysis,Qlik Sense,7.947157526
BI & Analytics Specialists,Visual Analysis,QlikView,7.006198347
BI & Analytics Specialists,Visual Analysis,Report One,2.630642085
BI & Analytics Specialists,Visual Analysis,TARGIT,8.897423432
BI & Analytics Specialists,Visual Analysis,Peer Group Average,7.064674801
BI & Analytics Specialists,Visual Design Standards,Bissantz,10
BI & Analytics Specialists,Visual Design Standards,Domo,2.075140366
BI & Analytics Specialists,Visual Design Standards,Dundas,3.956636005
BI & Analytics Specialists,Visual Design Standards,Entrinsik,3.365308804
BI & Analytics Specialists,Visual Design Standards,MicroStrategy,5.777923784
BI & Analytics Specialists,Visual Design Standards,Phocas,2.921813403
BI & Analytics Specialists,Visual Design Standards,Pyramid,1
BI & Analytics Specialists,Visual Design Standards,Qlik Sense,2.837908868
BI & Analytics Specialists,Visual Design Standards,QlikView,4.784494087
BI & Analytics Specialists,Visual Design Standards,Report One,1
BI & Analytics Specialists,Visual Design Standards,TARGIT,6.256241787
BI & Analytics Specialists,Visual Design Standards,Peer Group Average,3.997769737
BI & Analytics Specialists,Location Intelligence,Bissantz,6.497005988
BI & Analytics Specialists,Location Intelligence,Domo,3.577844311
BI & Analytics Specialists,Location Intelligence,Dundas,4.983712575
BI & Analytics Specialists,Location Intelligence,Entrinsik,3.732480984
BI & Analytics Specialists,Location Intelligence,MicroStrategy,9.51262692
BI & Analytics Specialists,Location Intelligence,Phocas,6.02994012
BI & Analytics Specialists,Location Intelligence,Pyramid,8.12239521
BI & Analytics Specialists,Location Intelligence,Qlik Sense,5.125621098
BI & Analytics Specialists,Location Intelligence,QlikView,4.226099525
BI & Analytics Specialists,Location Intelligence,Report One,2.508982036
BI & Analytics Specialists,Location Intelligence,TARGIT,5.26065516
BI & Analytics Specialists,Location Intelligence,Peer Group Average,5.416123993
BI & Analytics Specialists,Mobile BI,Bissantz,4.669527897
BI & Analytics Specialists,Mobile BI,Domo,10
BI & Analytics Specialists,Mobile BI,Dundas,6.378012545
BI & Analytics Specialists,Mobile BI,Entrinsik,1.560085837
BI & Analytics Specialists,Mobile BI,MicroStrategy,9.018070928
BI & Analytics Specialists,Mobile BI,Phocas,8.857755978
BI & Analytics Specialists,Mobile BI,Pyramid,5.409871245
BI & Analytics Specialists,Mobile BI,Qlik Sense,4.048594767
BI & Analytics Specialists,Mobile BI,QlikView,4.812820158
BI & Analytics Specialists,Mobile BI,Report One,5.694618686
BI & Analytics Specialists,Mobile BI,TARGIT,7.911031203
BI & Analytics Specialists,Mobile BI,Peer Group Average,6.21458084
BI & Analytics Specialists,Operational BI,Bissantz,3.230808486
BI & Analytics Specialists,Operational BI,Domo,5.397362447
BI & Analytics Specialists,Operational BI,Dundas,9.279104962
BI & Analytics Specialists,Operational BI,Entrinsik,10
BI & Analytics Specialists,Operational BI,MicroStrategy,6.441539385
BI & Analytics Specialists,Operational BI,Phocas,8.053291536
BI & Analytics Specialists,Operational BI,Pyramid,8.020737883
BI & Analytics Specialists,Operational BI,Qlik Sense,3.768416928
BI & Analytics Specialists,Operational BI,QlikView,1.077358681
BI & Analytics Specialists,Operational BI,Report One,5.397362447
BI & Analytics Specialists,Operational BI,TARGIT,4.996865204
BI & Analytics Specialists,Operational BI,Peer Group Average,5.969349814
BI & Analytics Specialists,Innovation,Bissantz,4.663405684
BI & Analytics Specialists,Innovation,Domo,5.438078098
BI & Analytics Specialists,Innovation,Dundas,6.25983291
BI & Analytics Specialists,Innovation,Entrinsik,5.236996925
BI & Analytics Specialists,Innovation,MicroStrategy,6.779200476
BI & Analytics Specialists,Innovation,Phocas,7.18014328
BI & Analytics Specialists,Innovation,Pyramid,6.205504071
BI & Analytics Specialists,Innovation,Qlik Sense,4.360776939
BI & Analytics Specialists,Innovation,QlikView,3.826260954
BI & Analytics Specialists,Innovation,Report One,4.045047183
BI & Analytics Specialists,Innovation,TARGIT,5.282626816
BI & Analytics Specialists,Innovation,Peer Group Average,5.388897576
BI & Analytics Specialists,Considered for Purchase,Bissantz,2.930163717
BI & Analytics Specialists,Considered for Purchase,Domo,2.141786987
BI & Analytics Specialists,Considered for Purchase,Dundas,1.570893494
BI & Analytics Specialists,Considered for Purchase,Entrinsik,1.081556213
BI & Analytics Specialists,Considered for Purchase,MicroStrategy,3.854467468
BI & Analytics Specialists,Considered for Purchase,Phocas,1.081556213
BI & Analytics Specialists,Considered for Purchase,Pyramid,1.48933728
BI & Analytics Specialists,Considered for Purchase,Qlik Sense,7.714794901
BI & Analytics Specialists,Considered for Purchase,QlikView,9.808071045
BI & Analytics Specialists,Considered for Purchase,Report One,1
BI & Analytics Specialists,Considered for Purchase,TARGIT,1.271854045
BI & Analytics Specialists,Considered for Purchase,Peer Group Average,3.085861942
BI & Analytics Specialists,Competitive Win Rate,Bissantz,4.538001825
BI & Analytics Specialists,Competitive Win Rate,Domo,6.274525547
BI & Analytics Specialists,Competitive Win Rate,Dundas,7.005693431
BI & Analytics Specialists,Competitive Win Rate,Entrinsik,9.361678832
BI & Analytics Specialists,Competitive Win Rate,MicroStrategy,7.302251034
BI & Analytics Specialists,Competitive Win Rate,Phocas,10
BI & Analytics Specialists,Competitive Win Rate,Pyramid,5.069086605
BI & Analytics Specialists,Competitive Win Rate,Qlik Sense,5.268839759
BI & Analytics Specialists,Competitive Win Rate,QlikView,1.867394361
BI & Analytics Specialists,Competitive Win Rate,Report One,9.485306252
BI & Analytics Specialists,Competitive Win Rate,TARGIT,9.672305711
BI & Analytics Specialists,Competitive Win Rate,Peer Group Average,6.895007578
BI & Analytics Specialists,Competitiveness,Bissantz,3.894866582
BI & Analytics Specialists,Competitiveness,Domo,4.621430123
BI & Analytics Specialists,Competitiveness,Dundas,4.831773456
BI & Analytics Specialists,Competitiveness,Entrinsik,6.049629785
BI & Analytics Specialists,Competitiveness,MicroStrategy,5.923137607
BI & Analytics Specialists,Competitiveness,Phocas,6.432622485
BI & Analytics Specialists,Competitiveness,Pyramid,3.637186875
BI & Analytics Specialists,Competitiveness,Qlik Sense,6.247221816
BI & Analytics Specialists,Competitiveness,QlikView,5.043665035
BI & Analytics Specialists,Competitiveness,Report One,6.091183751
BI & Analytics Specialists,Competitiveness,TARGIT,6.312125044
BI & Analytics Specialists,Competitiveness,Peer Group Average,5.371349324
All products,Business Benefits,Bissantz,7.294579169
All products,Business Benefits,Domo,5.297596622
All products,Business Benefits,Dundas,9.949872415
All products,Business Benefits,Entrinsik,8.344433087
All products,Business Benefits,IBM Cog. Analytics,4.208901753
All products,Business Benefits,IBM Plan. Analytics,8.403236138
All products,Business Benefits,InfoZoom,7.88581461
All products,Business Benefits,Logi Analytics,7.12365737
All products,Business Benefits,Looker,9.282630667
All products,Business Benefits,Microsoft Excel,1
All products,Business Benefits,Microsoft Power BI,4.657367998
All products,Business Benefits,MicroStrategy,9.036133716
All products,Business Benefits,Oracle Analytics Cloud,8.504890287
All products,Business Benefits,Phocas,10
All products,Business Benefits,Pyramid,6.29491762
All products,Business Benefits,Qlik Sense,6.667829674
All products,Business Benefits,QlikView,5.916999217
All products,Business Benefits,Report One,6.292861194
All products,Business Benefits,SAP Analytics Cloud,3.515105062
All products,Business Benefits,SAP BO BI,1.348905075
All products,Business Benefits,Serviceware Perf.,8.696137921
All products,Business Benefits,Tableau,4.50169353
All products,Business Benefits,TARGIT,8.120097748
All products,Business Benefits,Zoho Analytics,8.840501215
All products,Business Benefits,Peer Group Average,6.716006754
All products,Project Success,Bissantz,8.16334524
All products,Project Success,Domo,3.194851583
All products,Project Success,Dundas,6.257192124
All products,Project Success,Entrinsik,8.980588742
All products,Project Success,IBM Cog. Analytics,1
All products,Project Success,IBM Plan. Analytics,8.739323509
All products,Project Success,InfoZoom,10
All products,Project Success,Logi Analytics,6.706614115
All products,Project Success,Looker,4.438600813
All products,Project Success,Microsoft Excel,2.983727764
All products,Project Success,Microsoft Power BI,5.100784273
All products,Project Success,MicroStrategy,5.568710534
All products,Project Success,Oracle Analytics Cloud,4.658085971
All products,Project Success,Phocas,8.942538944
All products,Project Success,Pyramid,8.985079091
All products,Project Success,Qlik Sense,5.379143742
All products,Project Success,QlikView,3.343535077
All products,Project Success,Report One,7.12607464
All products,Project Success,SAP Analytics Cloud,4.438600813
All products,Project Success,SAP BO BI,4.564545873
All products,Project Success,Serviceware Perf.,9.779406331
All products,Project Success,Tableau,4.580046804
All products,Project Success,TARGIT,8.092622244
All products,Project Success,Zoho Analytics,4.360019707
All products,Project Success,Peer Group Average,6.057643247
All products,Project Length,Bissantz,4.947368421
All products,Project Length,Domo,4.325123153
All products,Project Length,Dundas,6
All products,Project Length,Entrinsik,7.943573668
All products,Project Length,IBM Cog. Analytics,1.724137931
All products,Project Length,IBM Plan. Analytics,1
All products,Project Length,InfoZoom,10
All products,Project Length,Logi Analytics,7.769115442
All products,Project Length,Looker,9.236074271
All products,Project Length,Microsoft Excel,8.528735632
All products,Project Length,Microsoft Power BI,4.268824771
All products,Project Length,MicroStrategy,2.965517241
All products,Project Length,Oracle Analytics Cloud,1.838287753
All products,Project Length,Phocas,9.597390494
All products,Project Length,Pyramid,4.170914543
All products,Project Length,Qlik Sense,6.596667958
All products,Project Length,QlikView,4.035133377
All products,Project Length,Report One,6.975029727
All products,Project Length,SAP Analytics Cloud,3.931034483
All products,Project Length,SAP BO BI,5.197286603
All products,Project Length,Serviceware Perf.,5.157088123
All products,Project Length,Tableau,4.850574713
All products,Project Length,TARGIT,9.448275862
All products,Project Length,Zoho Analytics,9.258026159
All products,Project Length,Peer Group Average,5.823507513
All products,Business Value,Bissantz,7.192966068
All products,Business Value,Domo,4.434602697
All products,Business Value,Dundas,8.060666916
All products,Business Value,Entrinsik,8.489675069
All products,Business Value,IBM Cog. Analytics,2.725140532
All products,Business Value,IBM Plan. Analytics,7.281392572
All products,Business Value,InfoZoom,8.942907305
All products,Business Value,Logi Analytics,7.092219297
All products,Business Value,Looker,7.66019465
All products,Business Value,Microsoft Excel,2.91603186
All products,Business Value,Microsoft Power BI,4.740416218
All products,Business Value,MicroStrategy,6.868556576
All products,Business Value,Oracle Analytics Cloud,6.111521759
All products,Business Value,Phocas,9.580411397
All products,Business Value,Pyramid,6.837637597
All products,Business Value,Qlik Sense,6.226407411
All products,Business Value,QlikView,4.74553353
All products,Business Value,Report One,6.684293764
All products,Business Value,SAP Analytics Cloud,3.892258549
All products,Business Value,SAP BO BI,3.062182262
All products,Business Value,Serviceware Perf.,8.467385758
All products,Business Value,Tableau,4.585958152
All products,Business Value,TARGIT,8.332302266
All products,Business Value,Zoho Analytics,7.41659487
All products,Business Value,Peer Group Average,6.347802378
All products,Price to Value,Bissantz,5.93447828
All products,Price to Value,Domo,5.624615385
All products,Price to Value,Dundas,8.246700046
All products,Price to Value,Entrinsik,10
All products,Price to Value,IBM Cog. Analytics,1
All products,Price to Value,IBM Plan. Analytics,5.579881657
All products,Price to Value,InfoZoom,7.40454687
All products,Price to Value,Logi Analytics,6.51183432
All products,Price to Value,Looker,5.846153846
All products,Price to Value,Microsoft Excel,6.911242604
All products,Price to Value,Microsoft Power BI,6.89972813
All products,Price to Value,MicroStrategy,6.145336081
All products,Price to Value,Oracle Analytics Cloud,7.592899408
All products,Price to Value,Phocas,7.845243514
All products,Price to Value,Pyramid,8.059686133
All products,Price to Value,Qlik Sense,5.615197758
All products,Price to Value,QlikView,5.521021489
All products,Price to Value,Report One,4.875739645
All products,Price to Value,SAP Analytics Cloud,2.953846154
All products,Price to Value,SAP BO BI,2.775421029
All products,Price to Value,Serviceware Perf.,7.816568047
All products,Price to Value,Tableau,2.125443787
All products,Price to Value,TARGIT,8.338461538
All products,Price to Value,Zoho Analytics,6.626073678
All products,Price to Value,Peer Group Average,6.093754975
All products,Recommendation,Bissantz,6.125847627
All products,Recommendation,Domo,4.399082569
All products,Recommendation,Dundas,7.366339766
All products,Recommendation,Entrinsik,9.127129751
All products,Recommendation,IBM Cog. Analytics,1.751376147
All products,Recommendation,IBM Plan. Analytics,7.440366972
All products,Recommendation,InfoZoom,8.959021407
All products,Recommendation,Logi Analytics,4.170832015
All products,Recommendation,Looker,7.929357798
All products,Recommendation,Microsoft Excel,1
All products,Recommendation,Microsoft Power BI,4.604649838
All products,Recommendation,MicroStrategy,5.402001668
All products,Recommendation,Oracle Analytics Cloud,5.996836444
All products,Recommendation,Phocas,10
All products,Recommendation,Pyramid,7.366339766
All products,Recommendation,Qlik Sense,5.956556935
All products,Recommendation,QlikView,2.871559633
All products,Recommendation,Report One,6.320804972
All products,Recommendation,SAP Analytics Cloud,2.913124883
All products,Recommendation,SAP BO BI,1.853211009
All products,Recommendation,Serviceware Perf.,6.453337551
All products,Recommendation,Tableau,2.126797207
All products,Recommendation,TARGIT,5.651376147
All products,Recommendation,Zoho Analytics,5.764962866
All products,Recommendation,Peer Group Average,5.48128804
All products,Vendor Support,Bissantz,8.405928237
All products,Vendor Support,Domo,6.602288092
All products,Vendor Support,Dundas,7.246445286
All products,Vendor Support,Entrinsik,10
All products,Vendor Support,IBM Cog. Analytics,1
All products,Vendor Support,IBM Plan. Analytics,3.469947525
All products,Vendor Support,InfoZoom,8.925696456
All products,Vendor Support,Logi Analytics,7.614556996
All products,Vendor Support,Looker,9.225562737
All products,Vendor Support,Microsoft Excel,1.651606864
All products,Vendor Support,Microsoft Power BI,3.967907288
All products,Vendor Support,MicroStrategy,6.546112425
All products,Vendor Support,Oracle Analytics Cloud,7.606284823
All products,Vendor Support,Phocas,9.746383118
All products,Vendor Support,Pyramid,8.8657232
All products,Vendor Support,Qlik Sense,3.560588924
All products,Vendor Support,QlikView,3.631586675
All products,Vendor Support,Report One,2.948361934
All products,Vendor Support,SAP Analytics Cloud,3.737371793
All products,Vendor Support,SAP BO BI,1.582304435
All products,Vendor Support,Serviceware Perf.,9.045642969
All products,Vendor Support,Tableau,4.316904202
All products,Vendor Support,TARGIT,8.345414681
All products,Vendor Support,Zoho Analytics,3.206890716
All products,Vendor Support,Peer Group Average,5.885396224
All products,Implementer Support,Bissantz,7.521595598
All products,Implementer Support,Domo,7.01846087
All products,Implementer Support,Dundas,6.884291609
All products,Implementer Support,Entrinsik,8.932331332
All products,Implementer Support,IBM Cog. Analytics,3.419532325
All products,Implementer Support,IBM Plan. Analytics,8.390646492
All products,Implementer Support,InfoZoom,8.245804677
All products,Implementer Support,Logi Analytics,6.266299862
All products,Implementer Support,Looker,8.543111562
All products,Implementer Support,Microsoft Excel,3.924690509
All products,Implementer Support,Microsoft Power BI,5.24661348
All products,Implementer Support,MicroStrategy,5.693591994
All products,Implementer Support,Oracle Analytics Cloud,8.917344004
All products,Implementer Support,Phocas,9.095282353
All products,Implementer Support,Pyramid,6.528394577
All products,Implementer Support,Qlik Sense,4.528198074
All products,Implementer Support,QlikView,4.545754658
All products,Implementer Support,Report One,4.666142661
All products,Implementer Support,SAP Analytics Cloud,5.367860774
All products,Implementer Support,SAP BO BI,4.652793185
All products,Implementer Support,Serviceware Perf.,10
All products,Implementer Support,Tableau,4.528198074
All products,Implementer Support,TARGIT,6.232219435
All products,Implementer Support,Zoho Analytics,1
All products,Implementer Support,Peer Group Average,6.256214921
All products,Product Satisfaction,Bissantz,6.320974073
All products,Product Satisfaction,Domo,7.189764232
All products,Product Satisfaction,Dundas,8.741845294
All products,Product Satisfaction,Entrinsik,8.890988253
All products,Product Satisfaction,IBM Cog. Analytics,1
All products,Product Satisfaction,IBM Plan. Analytics,8.493542421
All products,Product Satisfaction,InfoZoom,9.813686026
All products,Product Satisfaction,Logi Analytics,5.192242866
All products,Product Satisfaction,Looker,6.987924094
All products,Product Satisfaction,Microsoft Excel,2.409194388
All products,Product Satisfaction,Microsoft Power BI,5.839958309
All products,Product Satisfaction,MicroStrategy,6.666627548
All products,Product Satisfaction,Oracle Analytics Cloud,5.192242866
All products,Product Satisfaction,Phocas,10
All products,Product Satisfaction,Pyramid,6.514643771
All products,Product Satisfaction,Qlik Sense,6.524879072
All products,Product Satisfaction,QlikView,5.038905262
All products,Product Satisfaction,Report One,5.347159101
All products,Product Satisfaction,SAP Analytics Cloud,4.977761087
All products,Product Satisfaction,SAP BO BI,3.94479586
All products,Product Satisfaction,Serviceware Perf.,6.23624358
All products,Product Satisfaction,Tableau,5.85027968
All products,Product Satisfaction,TARGIT,8.820850753
All products,Product Satisfaction,Zoho Analytics,6.103672061
All products,Product Satisfaction,Peer Group Average,6.337424192
All products,Customer Satisfaction,Bissantz,6.855424238
All products,Customer Satisfaction,Domo,6.090497144
All products,Customer Satisfaction,Dundas,7.601822948
All products,Customer Satisfaction,Entrinsik,9.330029979
All products,Customer Satisfaction,IBM Cog. Analytics,1.792727118
All products,Customer Satisfaction,IBM Plan. Analytics,6.881648633
All products,Customer Satisfaction,InfoZoom,8.65852808
All products,Customer Satisfaction,Logi Analytics,5.829055333
All products,Customer Satisfaction,Looker,7.794724119
All products,Customer Satisfaction,Microsoft Excel,3.059846603
All products,Customer Satisfaction,Microsoft Power BI,5.247414784
All products,Customer Satisfaction,MicroStrategy,6.000244425
All products,Customer Satisfaction,Oracle Analytics Cloud,7.127116295
All products,Customer Satisfaction,Phocas,9.372425027
All products,Customer Satisfaction,Pyramid,7.380359103
All products,Customer Satisfaction,Qlik Sense,5.237966378
All products,Customer Satisfaction,QlikView,4.21958081
All products,Customer Satisfaction,Report One,4.941947022
All products,Customer Satisfaction,SAP Analytics Cloud,4.015076253
All products,Customer Satisfaction,SAP BO BI,3.010254602
All products,Customer Satisfaction,Serviceware Perf.,7.963076821
All products,Customer Satisfaction,Tableau,3.712520098
All products,Customer Satisfaction,TARGIT,7.221686724
All products,Customer Satisfaction,Zoho Analytics,4.347346792
All products,Customer Satisfaction,Peer Group Average,5.987138305
All products,Dashboards,Bissantz,7.527201545
All products,Dashboards,Domo,8.687289269
All products,Dashboards,Dundas,10
All products,Dashboards,Entrinsik,9.637617209
All products,Dashboards,IBM Cog. Analytics,4.325260904
All products,Dashboards,IBM Plan. Analytics,5.458255285
All products,Dashboards,InfoZoom,7.319603196
All products,Dashboards,Logi Analytics,8.76933369
All products,Dashboards,Looker,6.30800107
All products,Dashboards,Microsoft Excel,1
All products,Dashboards,Microsoft Power BI,7.975426762
All products,Dashboards,MicroStrategy,9.013314183
All products,Dashboards,Oracle Analytics Cloud,5.018731603
All products,Dashboards,Phocas,9.837714333
All products,Dashboards,Pyramid,9.296762109
All products,Dashboards,Qlik Sense,8.806253679
All products,Dashboards,QlikView,7.104637744
All products,Dashboards,Report One,7.568914171
All products,Dashboards,SAP Analytics Cloud,6.793570091
All products,Dashboards,SAP BO BI,3.6209671
All products,Dashboards,Serviceware Perf.,5.721969494
All products,Dashboards,Tableau,8.216660834
All products,Dashboards,TARGIT,9.615119803
All products,Dashboards,Zoho Analytics,6.820546147
All products,Dashboards,Peer Group Average,7.268464593
All products,Distribution of Reports,Bissantz,8.174201616
All products,Distribution of Reports,Domo,7.980973451
All products,Distribution of Reports,Dundas,8.728508217
All products,Distribution of Reports,Entrinsik,10
All products,Distribution of Reports,IBM Cog. Analytics,6.738495575
All products,Distribution of Reports,IBM Plan. Analytics,4.472800625
All products,Distribution of Reports,InfoZoom,6.868204804
All products,Distribution of Reports,Logi Analytics,8.737335978
All products,Distribution of Reports,Looker,7.12079646
All products,Distribution of Reports,Microsoft Excel,1
All products,Distribution of Reports,Microsoft Power BI,5.761132405
All products,Distribution of Reports,MicroStrategy,9.339225436
All products,Distribution of Reports,Oracle Analytics Cloud,8.045239548
All products,Distribution of Reports,Phocas,8.359598366
All products,Distribution of Reports,Pyramid,9.478867867
All products,Distribution of Reports,Qlik Sense,3.92380531
All products,Distribution of Reports,QlikView,2.556308878
All products,Distribution of Reports,Report One,5.161504425
All products,Distribution of Reports,SAP Analytics Cloud,3.951562794
All products,Distribution of Reports,SAP BO BI,3.211253289
All products,Distribution of Reports,Serviceware Perf.,3.60840708
All products,Distribution of Reports,Tableau,6.777180784
All products,Distribution of Reports,TARGIT,8.55829945
All products,Distribution of Reports,Zoho Analytics,7.528128951
All products,Distribution of Reports,Peer Group Average,6.503409638
All products,Analyses & Ad Hoc Query,Bissantz,7.821052632
All products,Analyses & Ad Hoc Query,Domo,1
All products,Analyses & Ad Hoc Query,Dundas,7.040866873
All products,Analyses & Ad Hoc Query,Entrinsik,9.808592911
All products,Analyses & Ad Hoc Query,IBM Cog. Analytics,4.941052632
All products,Analyses & Ad Hoc Query,IBM Plan. Analytics,8.773834586
All products,Analyses & Ad Hoc Query,InfoZoom,9.821542228
All products,Analyses & Ad Hoc Query,Logi Analytics,3.706766917
All products,Analyses & Ad Hoc Query,Looker,5.736842105
All products,Analyses & Ad Hoc Query,Microsoft Excel,4.227586207
All products,Analyses & Ad Hoc Query,Microsoft Power BI,6.939588101
All products,Analyses & Ad Hoc Query,MicroStrategy,8.285156712
All products,Analyses & Ad Hoc Query,Oracle Analytics Cloud,8.452631579
All products,Analyses & Ad Hoc Query,Phocas,10
All products,Analyses & Ad Hoc Query,Pyramid,9.221510297
