peer,KPI,sort,average,Product,Value,Rank,group,Hierarchy1,last,Code
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,TARGIT,9.672305711,2,2,,,
Report & Dashboard Focus,Competitive Win Rate,34,6.235651176,Zoho Analytics,6.602290461,8,2,,,
Analysis Focus,Business Value,1,6.516149875,Bissantz,7.192966068,4,1,,,
Analysis Focus,Business Value,1,6.516149875,IBM Plan. Analytics,7.281392572,3,1,,,
Analysis Focus,Business Value,1,6.516149875,InfoZoom,8.942907305,1,1,,,
Analysis Focus,Business Value,1,6.516149875,Microsoft Excel,2.91603186,7,1,,,
Analysis Focus,Business Value,1,6.516149875,Qlik Sense,6.226407411,5,1,,,
Analysis Focus,Business Value,1,6.516149875,Serviceware Perf.,8.467385758,2,1,,,
Analysis Focus,Business Value,1,6.516149875,Tableau,4.585958152,6,1,,,
Analysis Focus,Business Benefits,2,6.34989872,Bissantz,7.294579169,4,2,,,
Analysis Focus,Business Benefits,2,6.34989872,IBM Plan. Analytics,8.403236138,2,2,,,
Analysis Focus,Business Benefits,2,6.34989872,InfoZoom,7.88581461,3,2,,,
Analysis Focus,Business Benefits,2,6.34989872,Microsoft Excel,1,7,2,,,
Analysis Focus,Business Benefits,2,6.34989872,Qlik Sense,6.667829674,5,2,,,
Analysis Focus,Business Benefits,2,6.34989872,Serviceware Perf.,8.696137921,1,2,,,
Analysis Focus,Business Benefits,2,6.34989872,Tableau,4.50169353,6,2,,,
Analysis Focus,Project Success,3,7.08928477,Bissantz,8.16334524,4,2,,,
Analysis Focus,Project Success,3,7.08928477,IBM Plan. Analytics,8.739323509,3,2,,,
Analysis Focus,Project Success,3,7.08928477,InfoZoom,10,1,2,,,
Analysis Focus,Project Success,3,7.08928477,Microsoft Excel,2.983727764,7,2,,,
Analysis Focus,Project Success,3,7.08928477,Qlik Sense,5.379143742,5,2,,,
Analysis Focus,Project Success,3,7.08928477,Serviceware Perf.,9.779406331,2,2,,,
Analysis Focus,Project Success,3,7.08928477,Tableau,4.580046804,6,2,,,
Analysis Focus,Project Length,4,5.86863355,Bissantz,4.947368421,5,2,,,
Analysis Focus,Project Length,4,5.86863355,IBM Plan. Analytics,1,7,2,,,
Analysis Focus,Project Length,4,5.86863355,InfoZoom,10,1,2,,,
Analysis Focus,Project Length,4,5.86863355,Microsoft Excel,8.528735632,2,2,,,
Analysis Focus,Project Length,4,5.86863355,Qlik Sense,6.596667958,3,2,,,
Analysis Focus,Project Length,4,5.86863355,Serviceware Perf.,5.157088123,4,2,,,
Analysis Focus,Project Length,4,5.86863355,Tableau,4.850574713,6,2,,,
Analysis Focus,Customer Satisfaction,5,6.052715836,Bissantz,6.855424238,4,1,,,
Analysis Focus,Customer Satisfaction,5,6.052715836,IBM Plan. Analytics,6.881648633,3,1,,,
Analysis Focus,Customer Satisfaction,5,6.052715836,InfoZoom,8.65852808,1,1,,,
Analysis Focus,Customer Satisfaction,5,6.052715836,Microsoft Excel,3.059846603,7,1,,,
Analysis Focus,Customer Satisfaction,5,6.052715836,Qlik Sense,5.237966378,5,1,,,
Analysis Focus,Customer Satisfaction,5,6.052715836,Serviceware Perf.,7.963076821,2,1,,,
Analysis Focus,Customer Satisfaction,5,6.052715836,Tableau,3.712520098,6,1,,,
Analysis Focus,Price to Value,6,5.912479857,Bissantz,5.93447828,4,2,,,
Analysis Focus,Price to Value,6,5.912479857,IBM Plan. Analytics,5.579881657,6,2,,,
Analysis Focus,Price to Value,6,5.912479857,InfoZoom,7.40454687,2,2,,,
Analysis Focus,Price to Value,6,5.912479857,Microsoft Excel,6.911242604,3,2,,,
Analysis Focus,Price to Value,6,5.912479857,Qlik Sense,5.615197758,5,2,,,
Analysis Focus,Price to Value,6,5.912479857,Serviceware Perf.,7.816568047,1,2,,,
Analysis Focus,Price to Value,6,5.912479857,Tableau,2.125443787,7,2,,,
Analysis Focus,Recommendation,7,5.437418243,Bissantz,6.125847627,4,2,,,
Analysis Focus,Recommendation,7,5.437418243,IBM Plan. Analytics,7.440366972,2,2,,,
Analysis Focus,Recommendation,7,5.437418243,InfoZoom,8.959021407,1,2,,,
Analysis Focus,Recommendation,7,5.437418243,Microsoft Excel,1,7,2,,,
Analysis Focus,Recommendation,7,5.437418243,Qlik Sense,5.956556935,5,2,,,
Analysis Focus,Recommendation,7,5.437418243,Serviceware Perf.,6.453337551,3,2,,,
Analysis Focus,Recommendation,7,5.437418243,Tableau,2.126797207,6,2,,,
Analysis Focus,Vendor Support,8,5.625187882,Bissantz,8.405928237,3,2,,,
Analysis Focus,Vendor Support,8,5.625187882,IBM Plan. Analytics,3.469947525,6,2,,,
Analysis Focus,Vendor Support,8,5.625187882,InfoZoom,8.925696456,2,2,,,
Analysis Focus,Vendor Support,8,5.625187882,Microsoft Excel,1.651606864,7,2,,,
Analysis Focus,Vendor Support,8,5.625187882,Qlik Sense,3.560588924,5,2,,,
Analysis Focus,Vendor Support,8,5.625187882,Serviceware Perf.,9.045642969,1,2,,,
Analysis Focus,Vendor Support,8,5.625187882,Tableau,4.316904202,4,2,,,
Analysis Focus,Implementer Support,9,6.734161918,Bissantz,7.521595598,4,2,,,
Analysis Focus,Implementer Support,9,6.734161918,IBM Plan. Analytics,8.390646492,2,2,,,
Analysis Focus,Implementer Support,9,6.734161918,InfoZoom,8.245804677,3,2,,,
Analysis Focus,Implementer Support,9,6.734161918,Microsoft Excel,3.924690509,7,2,,,
Analysis Focus,Implementer Support,9,6.734161918,Qlik Sense,4.528198074,5,2,,,
Analysis Focus,Implementer Support,9,6.734161918,Serviceware Perf.,10,1,2,,,
Analysis Focus,Implementer Support,9,6.734161918,Tableau,4.528198074,5,2,,,
Analysis Focus,Product Satisfaction,10,6.521257034,Bissantz,6.320974073,4,2,,,
Analysis Focus,Product Satisfaction,10,6.521257034,IBM Plan. Analytics,8.493542421,2,2,,,
Analysis Focus,Product Satisfaction,10,6.521257034,InfoZoom,9.813686026,1,2,,,
Analysis Focus,Product Satisfaction,10,6.521257034,Microsoft Excel,2.409194388,7,2,,,
Analysis Focus,Product Satisfaction,10,6.521257034,Qlik Sense,6.524879072,3,2,,,
Analysis Focus,Product Satisfaction,10,6.521257034,Serviceware Perf.,6.23624358,5,2,,,
Analysis Focus,Product Satisfaction,10,6.521257034,Tableau,5.85027968,6,2,,,
Analysis Focus,Functionality,11,6.022970686,Bissantz,7.577726694,2,1,,,
Analysis Focus,Functionality,11,6.022970686,IBM Plan. Analytics,6.060409016,5,1,,,
Analysis Focus,Functionality,11,6.022970686,InfoZoom,8.003116743,1,1,,,
Analysis Focus,Functionality,11,6.022970686,Microsoft Excel,1.969099349,7,1,,,
Analysis Focus,Functionality,11,6.022970686,Qlik Sense,6.47671052,4,1,,,
Analysis Focus,Functionality,11,6.022970686,Serviceware Perf.,5.301909103,6,1,,,
Analysis Focus,Functionality,11,6.022970686,Tableau,6.771823382,3,1,,,
Analysis Focus,Dashboards,12,6.292849148,Bissantz,7.527201545,3,2,,,
Analysis Focus,Dashboards,12,6.292849148,IBM Plan. Analytics,5.458255285,6,2,,,
Analysis Focus,Dashboards,12,6.292849148,InfoZoom,7.319603196,4,2,,,
Analysis Focus,Dashboards,12,6.292849148,Microsoft Excel,1,7,2,,,
Analysis Focus,Dashboards,12,6.292849148,Qlik Sense,8.806253679,1,2,,,
Analysis Focus,Dashboards,12,6.292849148,Serviceware Perf.,5.721969494,5,2,,,
Analysis Focus,Dashboards,12,6.292849148,Tableau,8.216660834,2,2,,,
Analysis Focus,Distribution of Reports,13,4.974942888,Bissantz,8.174201616,1,2,,,
Analysis Focus,Distribution of Reports,13,4.974942888,IBM Plan. Analytics,4.472800625,4,2,,,
Analysis Focus,Distribution of Reports,13,4.974942888,InfoZoom,6.868204804,2,2,,,
Analysis Focus,Distribution of Reports,13,4.974942888,Microsoft Excel,1,7,2,,,
Analysis Focus,Distribution of Reports,13,4.974942888,Qlik Sense,3.92380531,5,2,,,
Analysis Focus,Distribution of Reports,13,4.974942888,Serviceware Perf.,3.60840708,6,2,,,
Analysis Focus,Distribution of Reports,13,4.974942888,Tableau,6.777180784,3,2,,,
Analysis Focus,Analyses & Ad Hoc Query,14,7.723005068,Bissantz,7.821052632,4,2,,,
Analysis Focus,Analyses & Ad Hoc Query,14,7.723005068,IBM Plan. Analytics,8.773834586,3,2,,,
Analysis Focus,Analyses & Ad Hoc Query,14,7.723005068,InfoZoom,9.821542228,1,2,,,
Analysis Focus,Analyses & Ad Hoc Query,14,7.723005068,Microsoft Excel,4.227586207,7,2,,,
Analysis Focus,Analyses & Ad Hoc Query,14,7.723005068,Qlik Sense,7.558373206,5,2,,,
Analysis Focus,Analyses & Ad Hoc Query,14,7.723005068,Serviceware Perf.,9.634586466,2,2,,,
Analysis Focus,Analyses & Ad Hoc Query,14,7.723005068,Tableau,6.22406015,6,2,,,
Analysis Focus,Advanced Analytics,15,4.617413792,Bissantz,6.788450983,1,2,,,
Analysis Focus,Advanced Analytics,15,4.617413792,IBM Plan. Analytics,5.536745567,4,2,,,
Analysis Focus,Advanced Analytics,15,4.617413792,InfoZoom,n/a,n/a,2,,,
Analysis Focus,Advanced Analytics,15,4.617413792,Microsoft Excel,1.648811189,6,2,,,
Analysis Focus,Advanced Analytics,15,4.617413792,Qlik Sense,5.618409884,3,2,,,
Analysis Focus,Advanced Analytics,15,4.617413792,Serviceware Perf.,2.24267337,5,2,,,
Analysis Focus,Advanced Analytics,15,4.617413792,Tableau,5.86939176,2,2,,,
Analysis Focus,Customer Experience,16,6.266481709,Bissantz,5.951200737,5,1,,,
Analysis Focus,Customer Experience,16,6.266481709,IBM Plan. Analytics,6.997220011,3,1,,,
Analysis Focus,Customer Experience,16,6.266481709,InfoZoom,7.422861093,2,1,,,
Analysis Focus,Customer Experience,16,6.266481709,Microsoft Excel,3.967630282,7,1,,,
Analysis Focus,Customer Experience,16,6.266481709,Qlik Sense,5.747138489,6,1,,,
Analysis Focus,Customer Experience,16,6.266481709,Serviceware Perf.,7.813326282,1,1,,,
Analysis Focus,Customer Experience,16,6.266481709,Tableau,5.965995071,4,1,,,
Analysis Focus,Self-Service,17,6.088547485,Bissantz,3.845370458,6,2,,,
Analysis Focus,Self-Service,17,6.088547485,IBM Plan. Analytics,6.546371423,3,2,,,
Analysis Focus,Self-Service,17,6.088547485,InfoZoom,9.363207814,1,2,,,
Analysis Focus,Self-Service,17,6.088547485,Microsoft Excel,3.672665727,7,2,,,
Analysis Focus,Self-Service,17,6.088547485,Qlik Sense,5.049883,5,2,,,
Analysis Focus,Self-Service,17,6.088547485,Serviceware Perf.,6.015490664,4,2,,,
Analysis Focus,Self-Service,17,6.088547485,Tableau,8.126843311,2,2,,,
Analysis Focus,Ease of Use,18,5.129164354,Bissantz,5.555264608,4,2,,,
Analysis Focus,Ease of Use,18,5.129164354,IBM Plan. Analytics,1.793466466,7,2,,,
Analysis Focus,Ease of Use,18,5.129164354,InfoZoom,3.116847738,6,2,,,
Analysis Focus,Ease of Use,18,5.129164354,Microsoft Excel,3.553948889,5,2,,,
Analysis Focus,Ease of Use,18,5.129164354,Qlik Sense,6.149545709,3,2,,,
Analysis Focus,Ease of Use,18,5.129164354,Serviceware Perf.,7.925911897,1,2,,,
Analysis Focus,Ease of Use,18,5.129164354,Tableau,7.80916517,2,2,,,
Analysis Focus,Flexibility,19,6.317695872,Bissantz,4.940032699,5,2,,,
Analysis Focus,Flexibility,19,6.317695872,IBM Plan. Analytics,10,1,2,,,
Analysis Focus,Flexibility,19,6.317695872,InfoZoom,5.58403379,4,2,,,
Analysis Focus,Flexibility,19,6.317695872,Microsoft Excel,6.661095182,3,2,,,
Analysis Focus,Flexibility,19,6.317695872,Qlik Sense,4.539898358,6,2,,,
Analysis Focus,Flexibility,19,6.317695872,Serviceware Perf.,8.371296979,2,2,,,
Analysis Focus,Flexibility,19,6.317695872,Tableau,4.127514097,7,2,,,
Analysis Focus,Query Performance,20,6.589007135,Bissantz,8.98458079,3,2,,,
Analysis Focus,Query Performance,20,6.589007135,IBM Plan. Analytics,5.964917029,4,2,,,
Analysis Focus,Query Performance,20,6.589007135,InfoZoom,9.116044519,2,2,,,
Analysis Focus,Query Performance,20,6.589007135,Microsoft Excel,1.983959267,7,2,,,
Analysis Focus,Query Performance,20,6.589007135,Qlik Sense,5.898446936,5,2,,,
Analysis Focus,Query Performance,20,6.589007135,Serviceware Perf.,10,1,2,,,
Analysis Focus,Query Performance,20,6.589007135,Tableau,4.175101406,6,2,,,
Analysis Focus,Performance Satisfaction,21,7.573489496,Bissantz,7.6,4,2,,,
Analysis Focus,Performance Satisfaction,21,7.573489496,IBM Plan. Analytics,9.4,2,2,,,
Analysis Focus,Performance Satisfaction,21,7.573489496,InfoZoom,10,1,2,,,
Analysis Focus,Performance Satisfaction,21,7.573489496,Microsoft Excel,4.082191781,7,2,,,
Analysis Focus,Performance Satisfaction,21,7.573489496,Qlik Sense,8.236734694,3,2,,,
Analysis Focus,Performance Satisfaction,21,7.573489496,Serviceware Perf.,7.408,5,2,,,
Analysis Focus,Performance Satisfaction,21,7.573489496,Tableau,6.2875,6,2,,,
Analysis Focus,Sales Experience,22,5.662210179,Bissantz,6.729709315,4,2,,,
Analysis Focus,Sales Experience,22,5.662210179,IBM Plan. Analytics,7.007978888,3,2,,,
Analysis Focus,Sales Experience,22,5.662210179,InfoZoom,7.18968488,2,2,,,
Analysis Focus,Sales Experience,22,5.662210179,Microsoft Excel,1.337711069,7,2,,,
Analysis Focus,Sales Experience,22,5.662210179,Qlik Sense,5.374001608,5,2,,,
Analysis Focus,Sales Experience,22,5.662210179,Serviceware Perf.,7.745054945,1,2,,,
Analysis Focus,Sales Experience,22,5.662210179,Tableau,4.251330551,6,2,,,
Analysis Focus,Innovation,23,4.577190703,Bissantz,4.663405684,3,1,,,
Analysis Focus,Innovation,23,4.577190703,IBM Plan. Analytics,4.534468609,4,1,,,
Analysis Focus,Innovation,23,4.577190703,InfoZoom,5.592843136,2,1,,,
Analysis Focus,Innovation,23,4.577190703,Microsoft Excel,2.835912099,7,1,,,
Analysis Focus,Innovation,23,4.577190703,Qlik Sense,4.360776939,5,1,,,
Analysis Focus,Innovation,23,4.577190703,Serviceware Perf.,3.412095358,6,1,,,
Analysis Focus,Innovation,23,4.577190703,Tableau,6.640833097,1,1,,,
Analysis Focus,Cloud BI,24,2.943600931,Bissantz,1.524920467,6,2,,,
Analysis Focus,Cloud BI,24,2.943600931,IBM Plan. Analytics,2.122122762,5,2,,,
Analysis Focus,Cloud BI,24,2.943600931,InfoZoom,3.282608696,3,2,,,
Analysis Focus,Cloud BI,24,2.943600931,Microsoft Excel,2.428035982,4,2,,,
Analysis Focus,Cloud BI,24,2.943600931,Qlik Sense,3.591164095,2,2,,,
Analysis Focus,Cloud BI,24,2.943600931,Serviceware Perf.,1.275919732,7,2,,,
Analysis Focus,Cloud BI,24,2.943600931,Tableau,6.380434783,1,2,,,
Analysis Focus,Data Preparation,25,5.652390307,Bissantz,2.581081081,7,2,,,
Analysis Focus,Data Preparation,25,5.652390307,IBM Plan. Analytics,5.304054054,4,2,,,
Analysis Focus,Data Preparation,25,5.652390307,InfoZoom,10,1,2,,,
Analysis Focus,Data Preparation,25,5.652390307,Microsoft Excel,6.681172698,3,2,,,
Analysis Focus,Data Preparation,25,5.652390307,Qlik Sense,3.602195946,6,2,,,
Analysis Focus,Data Preparation,25,5.652390307,Serviceware Perf.,7.180589681,2,2,,,
Analysis Focus,Data Preparation,25,5.652390307,Tableau,4.217638691,5,2,,,
Analysis Focus,Visual Analysis,26,5.658810076,Bissantz,4.140495868,5,2,,,
Analysis Focus,Visual Analysis,26,5.658810076,IBM Plan. Analytics,4.991046832,4,2,,,
Analysis Focus,Visual Analysis,26,5.658810076,InfoZoom,8.004132231,2,2,,,
Analysis Focus,Visual Analysis,26,5.658810076,Microsoft Excel,2.074380165,7,2,,,
Analysis Focus,Visual Analysis,26,5.658810076,Qlik Sense,7.947157526,3,2,,,
Analysis Focus,Visual Analysis,26,5.658810076,Serviceware Perf.,2.472107438,6,2,,,
Analysis Focus,Visual Analysis,26,5.658810076,Tableau,9.982350469,1,2,,,
Analysis Focus,Visual Design Standards,27,5.440963595,Bissantz,10,1,2,,,
Analysis Focus,Visual Design Standards,27,5.440963595,IBM Plan. Analytics,8.095926413,2,2,,,
Analysis Focus,Visual Design Standards,27,5.440963595,InfoZoom,3.128777924,5,2,,,
Analysis Focus,Visual Design Standards,27,5.440963595,Microsoft Excel,2.98786591,6,2,,,
Analysis Focus,Visual Design Standards,27,5.440963595,Qlik Sense,2.837908868,7,2,,,
Analysis Focus,Visual Design Standards,27,5.440963595,Serviceware Perf.,4.200123676,4,2,,,
Analysis Focus,Visual Design Standards,27,5.440963595,Tableau,6.836142376,3,2,,,
Analysis Focus,Location Intelligence,28,4.767890748,Bissantz,6.497005988,2,2,,,
Analysis Focus,Location Intelligence,28,4.767890748,IBM Plan. Analytics,4.683691441,4,2,,,
Analysis Focus,Location Intelligence,28,4.767890748,InfoZoom,2.215568862,7,2,,,
Analysis Focus,Location Intelligence,28,4.767890748,Microsoft Excel,2.344365814,6,2,,,
Analysis Focus,Location Intelligence,28,4.767890748,Qlik Sense,5.125621098,3,2,,,
Analysis Focus,Location Intelligence,28,4.767890748,Serviceware Perf.,2.508982036,5,2,,,
Analysis Focus,Location Intelligence,28,4.767890748,Tableau,10,1,2,,,
Analysis Focus,Mobile BI,29,3.622090285,Bissantz,4.669527897,1,2,,,
Analysis Focus,Mobile BI,29,3.622090285,IBM Plan. Analytics,3.78111588,4,2,,,
Analysis Focus,Mobile BI,29,3.622090285,InfoZoom,2.840444332,6,2,,,
Analysis Focus,Mobile BI,29,3.622090285,Microsoft Excel,2.335564123,7,2,,,
Analysis Focus,Mobile BI,29,3.622090285,Qlik Sense,4.048594767,2,2,,,
Analysis Focus,Mobile BI,29,3.622090285,Serviceware Perf.,3.644437108,5,2,,,
Analysis Focus,Mobile BI,29,3.622090285,Tableau,4.034947885,3,2,,,
Analysis Focus,Operational BI,30,4.137945131,Bissantz,3.230808486,4,2,,,
Analysis Focus,Operational BI,30,4.137945131,IBM Plan. Analytics,2.763322884,5,2,,,
Analysis Focus,Operational BI,30,4.137945131,InfoZoom,9.678369906,1,2,,,
Analysis Focus,Operational BI,30,4.137945131,Microsoft Excel,1,7,2,,,
Analysis Focus,Operational BI,30,4.137945131,Qlik Sense,3.768416928,3,2,,,
Analysis Focus,Operational BI,30,4.137945131,Serviceware Perf.,2.602507837,6,2,,,
Analysis Focus,Operational BI,30,4.137945131,Tableau,5.922189879,2,2,,,
Analysis Focus,Embedded BI,31,n/a,Bissantz,n/a,n/a,2,,,
Analysis Focus,Embedded BI,31,n/a,IBM Plan. Analytics,n/a,n/a,2,,,
Analysis Focus,Embedded BI,31,n/a,InfoZoom,n/a,n/a,2,,,
Analysis Focus,Embedded BI,31,n/a,Microsoft Excel,n/a,n/a,2,,,
Analysis Focus,Embedded BI,31,n/a,Qlik Sense,n/a,n/a,2,,,
Analysis Focus,Embedded BI,31,n/a,Serviceware Perf.,n/a,n/a,2,,,
Analysis Focus,Embedded BI,31,n/a,Tableau,n/a,n/a,2,,,
Analysis Focus,Competitiveness,32,5.37417513,Bissantz,3.894866582,7,1,,,
Analysis Focus,Competitiveness,32,5.37417513,IBM Plan. Analytics,5.067306727,5,1,,,
Analysis Focus,Competitiveness,32,5.37417513,InfoZoom,4.777276512,6,1,,,
Analysis Focus,Competitiveness,32,5.37417513,Microsoft Excel,7.093657657,1,1,,,
Analysis Focus,Competitiveness,32,5.37417513,Qlik Sense,6.247221816,2,1,,,
Analysis Focus,Competitiveness,32,5.37417513,Serviceware Perf.,5.450079398,3,1,,,
Analysis Focus,Competitiveness,32,5.37417513,Tableau,5.088817222,4,1,,,
Analysis Focus,Considered for Purchase,33,5.285559588,Bissantz,2.930163717,5,2,,,
Analysis Focus,Considered for Purchase,33,5.285559588,IBM Plan. Analytics,3.636984232,4,2,,,
Analysis Focus,Considered for Purchase,33,5.285559588,InfoZoom,1.353410258,7,2,,,
Analysis Focus,Considered for Purchase,33,5.285559588,Microsoft Excel,9.843656739,2,2,,,
Analysis Focus,Considered for Purchase,33,5.285559588,Qlik Sense,7.714794901,3,2,,,
Analysis Focus,Considered for Purchase,33,5.285559588,Serviceware Perf.,1.598078898,6,2,,,
Analysis Focus,Considered for Purchase,33,5.285559588,Tableau,9.921828369,1,2,,,
Analysis Focus,Competitive Win Rate,34,5.433252159,Bissantz,4.538001825,6,2,,,
Analysis Focus,Competitive Win Rate,34,5.433252159,IBM Plan. Analytics,6.020855057,3,2,,,
Analysis Focus,Competitive Win Rate,34,5.433252159,InfoZoom,7.059854015,2,2,,,
Analysis Focus,Competitive Win Rate,34,5.433252159,Microsoft Excel,5.260324935,5,2,,,
Analysis Focus,Competitive Win Rate,34,5.433252159,Qlik Sense,5.268839759,4,2,,,
Analysis Focus,Competitive Win Rate,34,5.433252159,Serviceware Perf.,8.01807973,1,2,,,
Analysis Focus,Competitive Win Rate,34,5.433252159,Tableau,1.86680979,7,2,,,
Embedded Analytics Focus,Business Value,1,6.398706715,Domo,4.434602697,13,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,Dundas,8.060666916,3,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,Entrinsik,8.489675069,1,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,IBM Cog. Analytics,2.725140532,14,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,Logi Analytics,7.092219297,6,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,Looker,7.66019465,4,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,Microsoft Power BI,4.740416218,11,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,MicroStrategy,6.868556576,7,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,Oracle Analytics Cloud,6.111521759,10,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,Pyramid,6.837637597,8,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,Qlik Sense,6.226407411,9,1,,,
Embedded Analytics Focus,Business Value,1,6.398706715,Tableau,4.585958152,12,1,,,
